timestamp,site,power_kw
2026-06-14T16:30:00,Atelier Sud,68.6
2026-06-14T16:30:00,Siège Est,69.9
2026-06-14T16:30:00,Usine Nord,487.6
2026-06-14T16:45:00,Atelier Sud,43.1
2026-06-14T16:45:00,Siège Est,65.8
2026-06-14T16:45:00,Usine Nord,514.2
2026-06-14T17:00:00,Atelier Sud,37.3
2026-06-14T17:00:00,Siège Est,65.6
2026-06-14T17:00:00,Usine Nord,552.0
2026-06-14T17:15:00,Atelier Sud,40.4
2026-06-14T17:15:00,Siège Est,62.1
2026-06-14T17:15:00,Usine Nord,538.5
2026-06-14T17:30:00,Atelier Sud,64.5
2026-06-14T17:30:00,Siège Est,60.0
2026-06-14T17:30:00,Usine Nord,522.4
2026-06-14T17:45:00,Atelier Sud,56.2
2026-06-14T17:45:00,Siège Est,70.1
2026-06-14T17:45:00,Usine Nord,494.7
2026-06-14T18:00:00,Atelier Sud,87.9
2026-06-14T18:00:00,Siège Est,67.7
2026-06-14T18:00:00,Usine Nord,521.2
2026-06-14T18:15:00,Atelier Sud,80.0
2026-06-14T18:15:00,Siège Est,79.0
2026-06-14T18:15:00,Usine Nord,586.4
2026-06-14T18:30:00,Atelier Sud,55.7
2026-06-14T18:30:00,Siège Est,66.4
2026-06-14T18:30:00,Usine Nord,536.6
2026-06-14T18:45:00,Atelier Sud,65.1
2026-06-14T18:45:00,Siège Est,53.2
2026-06-14T18:45:00,Usine Nord,546.4
2026-06-14T19:00:00,Atelier Sud,54.5
2026-06-14T19:00:00,Siège Est,75.6
2026-06-14T19:00:00,Usine Nord,488.2
2026-06-14T19:15:00,Atelier Sud,78.3
2026-06-14T19:15:00,Siège Est,63.8
2026-06-14T19:15:00,Usine Nord,514.1
2026-06-14T19:30:00,Atelier Sud,78.1
2026-06-14T19:30:00,Siège Est,73.8
2026-06-14T19:30:00,Usine Nord,510.8
2026-06-14T19:45:00,Atelier Sud,68.9
2026-06-14T19:45:00,Siège Est,71.5
2026-06-14T19:45:00,Usine Nord,561.5
2026-06-14T20:00:00,Atelier Sud,71.6
2026-06-14T20:00:00,Siège Est,62.0
2026-06-14T20:00:00,Usine Nord,516.8
2026-06-14T20:15:00,Atelier Sud,76.9
2026-06-14T20:15:00,Siège Est,60.3
2026-06-14T20:15:00,Usine Nord,521.8
2026-06-14T20:30:00,Atelier Sud,73.2
2026-06-14T20:30:00,Siège Est,79.5
2026-06-14T20:30:00,Usine Nord,512.4
2026-06-14T20:45:00,Atelier Sud,89.8
2026-06-14T20:45:00,Siège Est,60.4
2026-06-14T20:45:00,Usine Nord,460.3
2026-06-14T21:00:00,Atelier Sud,70.3
2026-06-14T21:00:00,Siège Est,75.8
2026-06-14T21:00:00,Usine Nord,548.3
2026-06-14T21:15:00,Atelier Sud,84.9
2026-06-14T21:15:00,Siège Est,79.6
2026-06-14T21:15:00,Usine Nord,481.3
2026-06-14T21:30:00,Atelier Sud,97.5
2026-06-14T21:30:00,Siège Est,66.0
2026-06-14T21:30:00,Usine Nord,510.4
2026-06-14T21:45:00,Atelier Sud,54.0
2026-06-14T21:45:00,Siège Est,66.0
2026-06-14T21:45:00,Usine Nord,488.3
2026-06-14T22:00:00,Atelier Sud,59.7
2026-06-14T22:00:00,Siège Est,70.0
2026-06-14T22:00:00,Usine Nord,343.9
2026-06-14T22:15:00,Atelier Sud,52.1
2026-06-14T22:15:00,Siège Est,69.9
2026-06-14T22:15:00,Usine Nord,347.0
2026-06-14T22:30:00,Atelier Sud,63.5
2026-06-14T22:30:00,Siège Est,72.3
2026-06-14T22:30:00,Usine Nord,345.9
2026-06-14T22:45:00,Atelier Sud,70.0
2026-06-14T22:45:00,Siège Est,61.1
2026-06-14T22:45:00,Usine Nord,389.1
2026-06-14T23:00:00,Atelier Sud,76.3
2026-06-14T23:00:00,Siège Est,68.6
2026-06-14T23:00:00,Usine Nord,330.7
2026-06-14T23:15:00,Atelier Sud,47.5
2026-06-14T23:15:00,Siège Est,68.4
2026-06-14T23:15:00,Usine Nord,350.3
2026-06-14T23:30:00,Atelier Sud,70.1
2026-06-14T23:30:00,Siège Est,76.4
2026-06-14T23:30:00,Usine Nord,369.1
2026-06-14T23:45:00,Atelier Sud,66.0
2026-06-14T23:45:00,Siège Est,75.0
2026-06-14T23:45:00,Usine Nord,348.0
2026-06-15T00:00:00,Atelier Sud,86.1
2026-06-15T00:00:00,Siège Est,60.4
2026-06-15T00:00:00,Usine Nord,637.4
2026-06-15T00:15:00,Atelier Sud,56.6
2026-06-15T00:15:00,Siège Est,74.6
2026-06-15T00:15:00,Usine Nord,691.8
2026-06-15T00:30:00,Atelier Sud,75.5
2026-06-15T00:30:00,Siège Est,61.8
2026-06-15T00:30:00,Usine Nord,666.1
2026-06-15T00:45:00,Atelier Sud,90.8
2026-06-15T00:45:00,Siège Est,62.2
2026-06-15T00:45:00,Usine Nord,630.4
2026-06-15T01:00:00,Atelier Sud,77.9
2026-06-15T01:00:00,Siège Est,74.0
2026-06-15T01:00:00,Usine Nord,654.6
2026-06-15T01:15:00,Atelier Sud,76.1
2026-06-15T01:15:00,Siège Est,47.5
2026-06-15T01:15:00,Usine Nord,629.0
2026-06-15T01:30:00,Atelier Sud,53.4
2026-06-15T01:30:00,Siège Est,68.1
2026-06-15T01:30:00,Usine Nord,658.9
2026-06-15T01:45:00,Atelier Sud,56.9
2026-06-15T01:45:00,Siège Est,73.2
2026-06-15T01:45:00,Usine Nord,617.3
2026-06-15T02:00:00,Atelier Sud,47.5
2026-06-15T02:00:00,Siège Est,74.2
2026-06-15T02:00:00,Usine Nord,666.7
2026-06-15T02:15:00,Atelier Sud,92.0
2026-06-15T02:15:00,Siège Est,80.7
2026-06-15T02:15:00,Usine Nord,657.2
2026-06-15T02:30:00,Atelier Sud,72.6
2026-06-15T02:30:00,Siège Est,76.0
2026-06-15T02:30:00,Usine Nord,656.4
2026-06-15T02:45:00,Atelier Sud,76.7
2026-06-15T02:45:00,Siège Est,71.6
2026-06-15T02:45:00,Usine Nord,648.8
2026-06-15T03:00:00,Atelier Sud,77.0
2026-06-15T03:00:00,Siège Est,75.1
2026-06-15T03:00:00,Usine Nord,653.8
2026-06-15T03:15:00,Atelier Sud,92.9
2026-06-15T03:15:00,Siège Est,70.9
2026-06-15T03:15:00,Usine Nord,629.7
2026-06-15T03:30:00,Atelier Sud,66.6
2026-06-15T03:30:00,Siège Est,69.0
2026-06-15T03:30:00,Usine Nord,650.2
2026-06-15T03:45:00,Atelier Sud,78.2
2026-06-15T03:45:00,Siège Est,73.6
2026-06-15T03:45:00,Usine Nord,662.0
2026-06-15T04:00:00,Atelier Sud,57.0
2026-06-15T04:00:00,Siège Est,78.0
2026-06-15T04:00:00,Usine Nord,658.5
2026-06-15T04:15:00,Atelier Sud,90.8
2026-06-15T04:15:00,Siège Est,89.0
2026-06-15T04:15:00,Usine Nord,628.2
2026-06-15T04:30:00,Atelier Sud,65.7
2026-06-15T04:30:00,Siège Est,78.9
2026-06-15T04:30:00,Usine Nord,661.4
2026-06-15T04:45:00,Atelier Sud,53.7
2026-06-15T04:45:00,Siège Est,78.1
2026-06-15T04:45:00,Usine Nord,622.3
2026-06-15T05:00:00,Atelier Sud,63.4
2026-06-15T05:00:00,Siège Est,70.8
2026-06-15T05:00:00,Usine Nord,632.7
2026-06-15T05:15:00,Atelier Sud,39.5
2026-06-15T05:15:00,Siège Est,67.5
2026-06-15T05:15:00,Usine Nord,629.9
2026-06-15T05:30:00,Atelier Sud,56.0
2026-06-15T05:30:00,Siège Est,63.6
2026-06-15T05:30:00,Usine Nord,635.3
2026-06-15T05:45:00,Atelier Sud,67.6
2026-06-15T05:45:00,Siège Est,70.3
2026-06-15T05:45:00,Usine Nord,646.0
2026-06-15T06:00:00,Atelier Sud,63.8
2026-06-15T06:00:00,Siège Est,80.9
2026-06-15T06:00:00,Usine Nord,965.3
2026-06-15T06:15:00,Atelier Sud,92.3
2026-06-15T06:15:00,Siège Est,81.7
2026-06-15T06:15:00,Usine Nord,973.9
2026-06-15T06:30:00,Atelier Sud,112.2
2026-06-15T06:30:00,Siège Est,73.2
2026-06-15T06:30:00,Usine Nord,960.3
2026-06-15T06:45:00,Atelier Sud,126.9
2026-06-15T06:45:00,Siège Est,63.1
2026-06-15T06:45:00,Usine Nord,934.0
2026-06-15T07:00:00,Atelier Sud,177.3
2026-06-15T07:00:00,Siège Est,76.0
2026-06-15T07:00:00,Usine Nord,966.9
2026-06-15T07:15:00,Atelier Sud,157.2
2026-06-15T07:15:00,Siège Est,75.9
2026-06-15T07:15:00,Usine Nord,972.1
2026-06-15T07:30:00,Atelier Sud,186.9
2026-06-15T07:30:00,Siège Est,72.5
2026-06-15T07:30:00,Usine Nord,933.5
2026-06-15T07:45:00,Atelier Sud,202.8
2026-06-15T07:45:00,Siège Est,82.0
2026-06-15T07:45:00,Usine Nord,924.0
2026-06-15T08:00:00,Atelier Sud,223.4
2026-06-15T08:00:00,Siège Est,262.1
2026-06-15T08:00:00,Usine Nord,946.9
2026-06-15T08:15:00,Atelier Sud,232.2
2026-06-15T08:15:00,Siège Est,263.2
2026-06-15T08:15:00,Usine Nord,993.1
2026-06-15T08:30:00,Atelier Sud,252.3
2026-06-15T08:30:00,Siège Est,256.3
2026-06-15T08:30:00,Usine Nord,943.6
2026-06-15T08:45:00,Atelier Sud,261.7
2026-06-15T08:45:00,Siège Est,270.1
2026-06-15T08:45:00,Usine Nord,946.4
2026-06-15T09:00:00,Atelier Sud,307.8
2026-06-15T09:00:00,Siège Est,250.9
2026-06-15T09:00:00,Usine Nord,965.9
2026-06-15T09:15:00,Atelier Sud,316.9
2026-06-15T09:15:00,Siège Est,250.4
2026-06-15T09:15:00,Usine Nord,924.2
2026-06-15T09:30:00,Atelier Sud,296.4
2026-06-15T09:30:00,Siège Est,251.0
2026-06-15T09:30:00,Usine Nord,926.3
2026-06-15T09:45:00,Atelier Sud,298.7
2026-06-15T09:45:00,Siège Est,240.7
2026-06-15T09:45:00,Usine Nord,947.6
2026-06-15T10:00:00,Atelier Sud,341.5
2026-06-15T10:00:00,Siège Est,253.7
2026-06-15T10:00:00,Usine Nord,968.9
2026-06-15T10:15:00,Atelier Sud,356.3
2026-06-15T10:15:00,Siège Est,256.9
2026-06-15T10:15:00,Usine Nord,943.4
2026-06-15T10:30:00,Atelier Sud,300.8
2026-06-15T10:30:00,Siège Est,247.2
2026-06-15T10:30:00,Usine Nord,935.9
2026-06-15T10:45:00,Atelier Sud,354.7
2026-06-15T10:45:00,Siège Est,246.5
2026-06-15T10:45:00,Usine Nord,913.2
2026-06-15T11:00:00,Atelier Sud,303.4
2026-06-15T11:00:00,Siège Est,230.2
2026-06-15T11:00:00,Usine Nord,985.3
2026-06-15T11:15:00,Atelier Sud,293.1
2026-06-15T11:15:00,Siège Est,266.7
2026-06-15T11:15:00,Usine Nord,922.3
2026-06-15T11:30:00,Atelier Sud,330.2
2026-06-15T11:30:00,Siège Est,244.7
2026-06-15T11:30:00,Usine Nord,979.2
2026-06-15T11:45:00,Atelier Sud,318.5
2026-06-15T11:45:00,Siège Est,252.7
2026-06-15T11:45:00,Usine Nord,934.4
2026-06-15T12:00:00,Atelier Sud,278.5
2026-06-15T12:00:00,Siège Est,260.5
2026-06-15T12:00:00,Usine Nord,975.5
2026-06-15T12:15:00,Atelier Sud,294.0
2026-06-15T12:15:00,Siège Est,248.9
2026-06-15T12:15:00,Usine Nord,987.9
2026-06-15T12:30:00,Atelier Sud,332.7
2026-06-15T12:30:00,Siège Est,258.0
2026-06-15T12:30:00,Usine Nord,930.8
2026-06-15T12:45:00,Atelier Sud,362.4
2026-06-15T12:45:00,Siège Est,257.2
2026-06-15T12:45:00,Usine Nord,963.0
2026-06-15T13:00:00,Atelier Sud,270.2
2026-06-15T13:00:00,Siège Est,247.7
2026-06-15T13:00:00,Usine Nord,966.4
2026-06-15T13:15:00,Atelier Sud,334.8
2026-06-15T13:15:00,Siège Est,259.3
2026-06-15T13:15:00,Usine Nord,977.9
2026-06-15T13:30:00,Atelier Sud,333.8
2026-06-15T13:30:00,Siège Est,262.7
2026-06-15T13:30:00,Usine Nord,943.3
2026-06-15T13:45:00,Atelier Sud,336.2
2026-06-15T13:45:00,Siège Est,252.9
2026-06-15T13:45:00,Usine Nord,977.5
2026-06-15T14:00:00,Atelier Sud,302.0
2026-06-15T14:00:00,Siège Est,258.5
2026-06-15T14:00:00,Usine Nord,952.5
2026-06-15T14:15:00,Atelier Sud,276.2
2026-06-15T14:15:00,Siège Est,255.3
2026-06-15T14:15:00,Usine Nord,927.9
2026-06-15T14:30:00,Atelier Sud,282.9
2026-06-15T14:30:00,Siège Est,260.7
2026-06-15T14:30:00,Usine Nord,972.4
2026-06-15T14:45:00,Atelier Sud,242.3
2026-06-15T14:45:00,Siège Est,252.3
2026-06-15T14:45:00,Usine Nord,978.1
2026-06-15T15:00:00,Atelier Sud,273.0
2026-06-15T15:00:00,Siège Est,247.7
2026-06-15T15:00:00,Usine Nord,949.9
2026-06-15T15:15:00,Atelier Sud,230.6
2026-06-15T15:15:00,Siège Est,242.2
2026-06-15T15:15:00,Usine Nord,947.4
2026-06-15T15:30:00,Atelier Sud,224.1
2026-06-15T15:30:00,Siège Est,248.8
2026-06-15T15:30:00,Usine Nord,967.3
2026-06-15T15:45:00,Atelier Sud,208.4
2026-06-15T15:45:00,Siège Est,262.0
2026-06-15T15:45:00,Usine Nord,987.5
2026-06-15T16:00:00,Atelier Sud,168.3
2026-06-15T16:00:00,Siège Est,259.9
2026-06-15T16:00:00,Usine Nord,922.7
2026-06-15T16:15:00,Atelier Sud,174.7
2026-06-15T16:15:00,Siège Est,246.3
2026-06-15T16:15:00,Usine Nord,973.7
2026-06-15T16:30:00,Atelier Sud,150.9
2026-06-15T16:30:00,Siège Est,252.2
2026-06-15T16:30:00,Usine Nord,995.0
2026-06-15T16:45:00,Atelier Sud,181.5
2026-06-15T16:45:00,Siège Est,241.4
2026-06-15T16:45:00,Usine Nord,930.7
2026-06-15T17:00:00,Atelier Sud,150.6
2026-06-15T17:00:00,Siège Est,245.5
2026-06-15T17:00:00,Usine Nord,962.9
2026-06-15T17:15:00,Atelier Sud,147.3
2026-06-15T17:15:00,Siège Est,242.3
2026-06-15T17:15:00,Usine Nord,951.5
2026-06-15T17:30:00,Atelier Sud,100.3
2026-06-15T17:30:00,Siège Est,234.7
2026-06-15T17:30:00,Usine Nord,958.0
2026-06-15T17:45:00,Atelier Sud,87.4
2026-06-15T17:45:00,Siège Est,239.5
2026-06-15T17:45:00,Usine Nord,977.8
2026-06-15T18:00:00,Atelier Sud,63.2
2026-06-15T18:00:00,Siège Est,241.0
2026-06-15T18:00:00,Usine Nord,914.8
2026-06-15T18:15:00,Atelier Sud,40.5
2026-06-15T18:15:00,Siège Est,242.8
2026-06-15T18:15:00,Usine Nord,938.9
2026-06-15T18:30:00,Atelier Sud,64.8
2026-06-15T18:30:00,Siège Est,257.0
2026-06-15T18:30:00,Usine Nord,919.6
2026-06-15T18:45:00,Atelier Sud,72.4
2026-06-15T18:45:00,Siège Est,248.6
2026-06-15T18:45:00,Usine Nord,943.1
2026-06-15T19:00:00,Atelier Sud,61.9
2026-06-15T19:00:00,Siège Est,66.2
2026-06-15T19:00:00,Usine Nord,991.5
2026-06-15T19:15:00,Atelier Sud,60.4
2026-06-15T19:15:00,Siège Est,79.3
2026-06-15T19:15:00,Usine Nord,926.9
2026-06-15T19:30:00,Atelier Sud,60.9
2026-06-15T19:30:00,Siège Est,73.5
2026-06-15T19:30:00,Usine Nord,939.7
2026-06-15T19:45:00,Atelier Sud,56.9
2026-06-15T19:45:00,Siège Est,58.9
2026-06-15T19:45:00,Usine Nord,936.6
2026-06-15T20:00:00,Atelier Sud,63.1
2026-06-15T20:00:00,Siège Est,80.7
2026-06-15T20:00:00,Usine Nord,959.0
2026-06-15T20:15:00,Atelier Sud,49.1
2026-06-15T20:15:00,Siège Est,71.3
2026-06-15T20:15:00,Usine Nord,943.1
2026-06-15T20:30:00,Atelier Sud,72.7
2026-06-15T20:30:00,Siège Est,73.1
2026-06-15T20:30:00,Usine Nord,932.8
2026-06-15T20:45:00,Atelier Sud,34.7
2026-06-15T20:45:00,Siège Est,71.5
2026-06-15T20:45:00,Usine Nord,933.1
2026-06-15T21:00:00,Atelier Sud,43.9
2026-06-15T21:00:00,Siège Est,68.4
2026-06-15T21:00:00,Usine Nord,946.5
2026-06-15T21:15:00,Atelier Sud,65.8
2026-06-15T21:15:00,Siège Est,75.7
2026-06-15T21:15:00,Usine Nord,922.9
2026-06-15T21:30:00,Atelier Sud,75.7
2026-06-15T21:30:00,Siège Est,72.7
2026-06-15T21:30:00,Usine Nord,896.8
2026-06-15T21:45:00,Atelier Sud,65.4
2026-06-15T21:45:00,Siège Est,59.6
2026-06-15T21:45:00,Usine Nord,975.9
2026-06-15T22:00:00,Atelier Sud,49.5
2026-06-15T22:00:00,Siège Est,80.3
2026-06-15T22:00:00,Usine Nord,651.3
2026-06-15T22:15:00,Atelier Sud,66.3
2026-06-15T22:15:00,Siège Est,77.2
2026-06-15T22:15:00,Usine Nord,635.2
2026-06-15T22:30:00,Atelier Sud,49.7
2026-06-15T22:30:00,Siège Est,59.4
2026-06-15T22:30:00,Usine Nord,644.9
2026-06-15T22:45:00,Atelier Sud,75.1
2026-06-15T22:45:00,Siège Est,73.7
2026-06-15T22:45:00,Usine Nord,664.6
2026-06-15T23:00:00,Atelier Sud,92.5
2026-06-15T23:00:00,Siège Est,63.6
2026-06-15T23:00:00,Usine Nord,629.4
2026-06-15T23:15:00,Atelier Sud,74.5
2026-06-15T23:15:00,Siège Est,79.9
2026-06-15T23:15:00,Usine Nord,649.1
2026-06-15T23:30:00,Atelier Sud,55.9
2026-06-15T23:30:00,Siège Est,60.4
2026-06-15T23:30:00,Usine Nord,636.6
2026-06-15T23:45:00,Atelier Sud,77.8
2026-06-15T23:45:00,Siège Est,83.8
2026-06-15T23:45:00,Usine Nord,675.6
2026-06-16T00:00:00,Atelier Sud,88.0
2026-06-16T00:00:00,Siège Est,63.9
2026-06-16T00:00:00,Usine Nord,594.6
2026-06-16T00:15:00,Atelier Sud,55.3
2026-06-16T00:15:00,Siège Est,78.9
2026-06-16T00:15:00,Usine Nord,617.4
2026-06-16T00:30:00,Atelier Sud,80.8
2026-06-16T00:30:00,Siège Est,82.4
2026-06-16T00:30:00,Usine Nord,679.6
2026-06-16T00:45:00,Atelier Sud,64.4
2026-06-16T00:45:00,Siège Est,91.4
2026-06-16T00:45:00,Usine Nord,622.0
2026-06-16T01:00:00,Atelier Sud,75.7
2026-06-16T01:00:00,Siège Est,76.3
2026-06-16T01:00:00,Usine Nord,630.9
2026-06-16T01:15:00,Atelier Sud,79.5
2026-06-16T01:15:00,Siège Est,75.4
2026-06-16T01:15:00,Usine Nord,621.4
2026-06-16T01:30:00,Atelier Sud,57.1
2026-06-16T01:30:00,Siège Est,78.5
2026-06-16T01:30:00,Usine Nord,596.8
2026-06-16T01:45:00,Atelier Sud,51.3
2026-06-16T01:45:00,Siège Est,85.2
2026-06-16T01:45:00,Usine Nord,646.2
2026-06-16T02:00:00,Atelier Sud,103.4
2026-06-16T02:00:00,Siège Est,76.4
2026-06-16T02:00:00,Usine Nord,663.4
2026-06-16T02:15:00,Atelier Sud,93.0
2026-06-16T02:15:00,Siège Est,79.7
2026-06-16T02:15:00,Usine Nord,655.2
2026-06-16T02:30:00,Atelier Sud,90.6
2026-06-16T02:30:00,Siège Est,97.4
2026-06-16T02:30:00,Usine Nord,620.9
2026-06-16T02:45:00,Atelier Sud,76.6
2026-06-16T02:45:00,Siège Est,84.7
2026-06-16T02:45:00,Usine Nord,636.5
2026-06-16T03:00:00,Atelier Sud,74.4
2026-06-16T03:00:00,Siège Est,75.0
2026-06-16T03:00:00,Usine Nord,684.7
2026-06-16T03:15:00,Atelier Sud,78.8
2026-06-16T03:15:00,Siège Est,86.2
2026-06-16T03:15:00,Usine Nord,644.1
2026-06-16T03:30:00,Atelier Sud,66.1
2026-06-16T03:30:00,Siège Est,78.7
2026-06-16T03:30:00,Usine Nord,627.7
2026-06-16T03:45:00,Atelier Sud,69.5
2026-06-16T03:45:00,Siège Est,77.5
2026-06-16T03:45:00,Usine Nord,667.9
2026-06-16T04:00:00,Atelier Sud,77.6
2026-06-16T04:00:00,Siège Est,77.3
2026-06-16T04:00:00,Usine Nord,641.7
2026-06-16T04:15:00,Atelier Sud,78.1
2026-06-16T04:15:00,Siège Est,61.2
2026-06-16T04:15:00,Usine Nord,606.8
2026-06-16T04:30:00,Atelier Sud,67.8
2026-06-16T04:30:00,Siège Est,75.9
2026-06-16T04:30:00,Usine Nord,629.3
2026-06-16T04:45:00,Atelier Sud,64.1
2026-06-16T04:45:00,Siège Est,75.2
2026-06-16T04:45:00,Usine Nord,668.5
2026-06-16T05:00:00,Atelier Sud,92.1
2026-06-16T05:00:00,Siège Est,85.5
2026-06-16T05:00:00,Usine Nord,644.5
2026-06-16T05:15:00,Atelier Sud,66.5
2026-06-16T05:15:00,Siège Est,86.6
2026-06-16T05:15:00,Usine Nord,646.1
2026-06-16T05:30:00,Atelier Sud,60.4
2026-06-16T05:30:00,Siège Est,60.7
2026-06-16T05:30:00,Usine Nord,662.4
2026-06-16T05:45:00,Atelier Sud,72.0
2026-06-16T05:45:00,Siège Est,69.8
2026-06-16T05:45:00,Usine Nord,631.0
2026-06-16T06:00:00,Atelier Sud,63.8
2026-06-16T06:00:00,Siège Est,69.5
2026-06-16T06:00:00,Usine Nord,916.6
2026-06-16T06:15:00,Atelier Sud,69.4
2026-06-16T06:15:00,Siège Est,76.4
2026-06-16T06:15:00,Usine Nord,949.4
2026-06-16T06:30:00,Atelier Sud,99.1
2026-06-16T06:30:00,Siège Est,71.4
2026-06-16T06:30:00,Usine Nord,935.8
2026-06-16T06:45:00,Atelier Sud,103.4
2026-06-16T06:45:00,Siège Est,81.5
2026-06-16T06:45:00,Usine Nord,949.5
2026-06-16T07:00:00,Atelier Sud,139.4
2026-06-16T07:00:00,Siège Est,55.7
2026-06-16T07:00:00,Usine Nord,933.6
2026-06-16T07:15:00,Atelier Sud,194.3
2026-06-16T07:15:00,Siège Est,78.8
2026-06-16T07:15:00,Usine Nord,933.1
2026-06-16T07:30:00,Atelier Sud,189.4
2026-06-16T07:30:00,Siège Est,77.9
2026-06-16T07:30:00,Usine Nord,918.4
2026-06-16T07:45:00,Atelier Sud,168.1
2026-06-16T07:45:00,Siège Est,77.4
2026-06-16T07:45:00,Usine Nord,956.1
2026-06-16T08:00:00,Atelier Sud,222.1
2026-06-16T08:00:00,Siège Est,262.5
2026-06-16T08:00:00,Usine Nord,992.7
2026-06-16T08:15:00,Atelier Sud,253.1
2026-06-16T08:15:00,Siège Est,240.5
2026-06-16T08:15:00,Usine Nord,922.5
2026-06-16T08:30:00,Atelier Sud,208.4
2026-06-16T08:30:00,Siège Est,241.7
2026-06-16T08:30:00,Usine Nord,975.4
2026-06-16T08:45:00,Atelier Sud,282.3
2026-06-16T08:45:00,Siège Est,249.1
2026-06-16T08:45:00,Usine Nord,964.9
2026-06-16T09:00:00,Atelier Sud,277.1
2026-06-16T09:00:00,Siège Est,257.3
2026-06-16T09:00:00,Usine Nord,935.5
2026-06-16T09:15:00,Atelier Sud,265.8
2026-06-16T09:15:00,Siège Est,258.3
2026-06-16T09:15:00,Usine Nord,927.4
2026-06-16T09:30:00,Atelier Sud,310.9
2026-06-16T09:30:00,Siège Est,245.0
2026-06-16T09:30:00,Usine Nord,961.8
2026-06-16T09:45:00,Atelier Sud,319.3
2026-06-16T09:45:00,Siège Est,251.6
2026-06-16T09:45:00,Usine Nord,942.1
2026-06-16T10:00:00,Atelier Sud,309.0
2026-06-16T10:00:00,Siège Est,250.4
2026-06-16T10:00:00,Usine Nord,943.6
2026-06-16T10:15:00,Atelier Sud,272.3
2026-06-16T10:15:00,Siège Est,238.4
2026-06-16T10:15:00,Usine Nord,939.8
2026-06-16T10:30:00,Atelier Sud,313.5
2026-06-16T10:30:00,Siège Est,263.6
2026-06-16T10:30:00,Usine Nord,992.2
2026-06-16T10:45:00,Atelier Sud,374.6
2026-06-16T10:45:00,Siège Est,259.9
2026-06-16T10:45:00,Usine Nord,914.2
2026-06-16T11:00:00,Atelier Sud,350.9
2026-06-16T11:00:00,Siège Est,260.0
2026-06-16T11:00:00,Usine Nord,959.6
2026-06-16T11:15:00,Atelier Sud,317.6
2026-06-16T11:15:00,Siège Est,240.5
2026-06-16T11:15:00,Usine Nord,991.9
2026-06-16T11:30:00,Atelier Sud,274.5
2026-06-16T11:30:00,Siège Est,250.4
2026-06-16T11:30:00,Usine Nord,953.6
2026-06-16T11:45:00,Atelier Sud,285.5
2026-06-16T11:45:00,Siège Est,247.7
2026-06-16T11:45:00,Usine Nord,997.5
2026-06-16T12:00:00,Atelier Sud,299.3
2026-06-16T12:00:00,Siège Est,257.3
2026-06-16T12:00:00,Usine Nord,950.1
2026-06-16T12:15:00,Atelier Sud,307.4
2026-06-16T12:15:00,Siège Est,236.6
2026-06-16T12:15:00,Usine Nord,953.8
2026-06-16T12:30:00,Atelier Sud,322.5
2026-06-16T12:30:00,Siège Est,257.1
2026-06-16T12:30:00,Usine Nord,967.4
2026-06-16T12:45:00,Atelier Sud,346.5
2026-06-16T12:45:00,Siège Est,251.8
2026-06-16T12:45:00,Usine Nord,934.1
2026-06-16T13:00:00,Atelier Sud,296.3
2026-06-16T13:00:00,Siège Est,262.0
2026-06-16T13:00:00,Usine Nord,950.8
2026-06-16T13:15:00,Atelier Sud,322.4
2026-06-16T13:15:00,Siège Est,246.9
2026-06-16T13:15:00,Usine Nord,962.9
2026-06-16T13:30:00,Atelier Sud,332.7
2026-06-16T13:30:00,Siège Est,254.2
2026-06-16T13:30:00,Usine Nord,935.4
2026-06-16T13:45:00,Atelier Sud,298.8
2026-06-16T13:45:00,Siège Est,247.2
2026-06-16T13:45:00,Usine Nord,960.5
2026-06-16T14:00:00,Atelier Sud,302.2
2026-06-16T14:00:00,Siège Est,235.1
2026-06-16T14:00:00,Usine Nord,974.4
2026-06-16T14:15:00,Atelier Sud,328.0
2026-06-16T14:15:00,Siège Est,246.6
2026-06-16T14:15:00,Usine Nord,924.4
2026-06-16T14:30:00,Atelier Sud,272.8
2026-06-16T14:30:00,Siège Est,257.5
2026-06-16T14:30:00,Usine Nord,947.5
2026-06-16T14:45:00,Atelier Sud,231.4
2026-06-16T14:45:00,Siège Est,260.1
2026-06-16T14:45:00,Usine Nord,959.1
2026-06-16T15:00:00,Atelier Sud,261.6
2026-06-16T15:00:00,Siège Est,247.9
2026-06-16T15:00:00,Usine Nord,934.3
2026-06-16T15:15:00,Atelier Sud,219.5
2026-06-16T15:15:00,Siège Est,248.0
2026-06-16T15:15:00,Usine Nord,972.7
2026-06-16T15:30:00,Atelier Sud,196.1
2026-06-16T15:30:00,Siège Est,249.6
2026-06-16T15:30:00,Usine Nord,977.6
2026-06-16T15:45:00,Atelier Sud,254.9
2026-06-16T15:45:00,Siège Est,252.5
2026-06-16T15:45:00,Usine Nord,937.9
2026-06-16T16:00:00,Atelier Sud,159.1
2026-06-16T16:00:00,Siège Est,250.6
2026-06-16T16:00:00,Usine Nord,955.8
2026-06-16T16:15:00,Atelier Sud,189.1
2026-06-16T16:15:00,Siège Est,247.5
2026-06-16T16:15:00,Usine Nord,936.4
2026-06-16T16:30:00,Atelier Sud,181.7
2026-06-16T16:30:00,Siège Est,254.5
2026-06-16T16:30:00,Usine Nord,947.7
2026-06-16T16:45:00,Atelier Sud,192.3
2026-06-16T16:45:00,Siège Est,273.2
2026-06-16T16:45:00,Usine Nord,960.8
